case_id,prefix,k,time_passed,recent_time,latest_time,next_time
Case102,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,10,0,0,0,0
Case102,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c.,11,0,0,0,0
Case102,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8,12,0,0,0,0
Case102,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,13,0,0,0,0
Case102,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,14,0,0,0,1
Case35,turning-&-milling---machine-5,0,0,0,0,0
Case35,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case35,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case35,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,0,0,0,1
Case114,turning-&-milling---machine-6,0,0,0,0,0
Case114,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,0
Case114,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,2,0,0,0,0
Case114,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,3,0,0,0,3
Case114,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c.,4,3,4,3,1
Case30,turning-&-milling-q.c.,0,0,0,0,0
Case30,turning-&-milling-q.c. turning-&-milling---machine-5,1,0,0,0,0
Case30,turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case30,turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,0,0,0,0
Case30,turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,4,0,0,0,0
Case30,turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,5,0,0,0,1
Case78,turning-&-milling---machine-5,0,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,3,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,4,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,5,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,6,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,7,0,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,8,0,0,0,1
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,9,1,1,1,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,10,1,1,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,11,1,1,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c.,12,1,1,0,2
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c.,13,3,3,2,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7,14,3,2,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5,15,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5,16,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,17,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,18,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,19,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,20,3,0,0,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,21,3,0,0,1
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5,22,4,1,1,0
Case78,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling-q.c. laser-marking---machine-7 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling---machine-5,23,4,1,0,1
Case110,turning-&-milling---machine-6,0,0,0,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c.,1,0,0,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,2,0,0,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,3,0,0,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,4,0,0,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,5,0,0,0,1
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,6,1,1,1,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,7,1,1,0,0
Case110,turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,8,1,0,0,1
Case49,turning-&-milling---machine-8,0,0,0,0,0
Case49,turning-&-milling---machine-8 turning-&-milling-q.c.,1,0,0,0,0
Case49,turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,2,0,0,0,1
Case50,turning-&-milling---machine-6,0,0,0,0,0
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,2
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,2,2,2,0
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,3,2,2,0,0
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,4,2,0,0,10
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1,5,12,11,10,0
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7,6,12,10,0,2
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 packing,7,14,2,2,0
Case50,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 laser-marking---machine-7 packing final-inspection-q.c.,8,14,2,0,1
Case122,turning-&-milling---machine-5,0,0,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5,1,0,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5,2,0,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c.,3,0,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5,4,0,0,0,1
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c.,5,1,1,1,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7,6,1,1,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other,7,1,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11,8,1,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1,9,1,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2,10,1,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,11,1,0,0,5
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c.,12,6,5,5,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c.,13,6,5,0,7
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1,14,13,7,7,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1,15,13,7,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2,16,13,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,17,13,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,18,13,0,0,1
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c.,19,14,1,1,1
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c.,20,15,3,1,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7,21,15,1,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other,22,15,0,0,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other final-inspection-q.c.,23,15,0,0,1
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other final-inspection-q.c. final-inspection-q.c.,24,16,1,1,0
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other final-inspection-q.c. final-inspection-q.c. packing,25,16,1,0,1
Case127,turning-&-milling---machine-6,0,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6,1,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,3,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,4,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,5,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,6,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,7,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1,8,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6,9,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c.,10,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,11,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c.,12,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1,13,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6,14,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing,15,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7,16,0,0,0,0
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6,17,0,0,0,0
