case_id,prefix,k,next_act
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1,14,lapping---machine-1
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1,15,round-grinding---machine-2
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2,16,round-grinding---machine-2
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,17,round-grinding---machine-2
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,18,final-inspection-q.c.
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c.,19,final-inspection-q.c.
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c.,20,laser-marking---machine-7
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7,21,other
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other,22,final-inspection-q.c.
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other final-inspection-q.c.,23,final-inspection-q.c.
Case122,turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling---machine-5 turning-&-milling-q.c. turning-&-milling---machine-5 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---q.c. lapping---machine-1 lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 final-inspection-q.c. final-inspection-q.c. laser-marking---machine-7 other final-inspection-q.c. final-inspection-q.c.,24,packing
Case127,turning-&-milling---machine-6,0,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6,1,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,2,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,3,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c.,4,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,5,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6,6,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6,7,lapping---machine-1
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1,8,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6,9,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c.,10,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6,11,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c.,12,lapping---machine-1
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1,13,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6,14,packing
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing,15,laser-marking---machine-7
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7,16,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6,17,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c.,18,final-inspection-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c.,19,turning-&-milling---machine-6
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6,20,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c.,21,final-inspection-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c.,22,lapping---machine-1
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1,23,laser-marking---machine-7
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7,24,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7 turning-&-milling-q.c.,25,turning-&-milling-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling-q.c.,26,final-inspection-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling-q.c. final-inspection-q.c.,27,lapping---machine-1
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1,28,final-inspection-q.c.
Case127,turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling---machine-6 turning-&-milling---machine-6 lapping---machine-1 turning-&-milling---machine-6 turning-&-milling-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. lapping---machine-1 turning-&-milling---machine-6 packing laser-marking---machine-7 turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. turning-&-milling---machine-6 turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 laser-marking---machine-7 turning-&-milling-q.c. turning-&-milling-q.c. final-inspection-q.c. lapping---machine-1 final-inspection-q.c.,29,laser-marking---machine-7
Case109,turning-&-milling---machine-4,0,turning-&-milling---machine-4
Case109,turning-&-milling---machine-4 turning-&-milling---machine-4,1,turning-&-milling---machine-4
Case109,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,2,turning-&-milling-q.c.
Case109,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,3,turning-&-milling---machine-4
Case109,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4,4,turning-&-milling-q.c.
Case109,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling---machine-4 turning-&-milling-q.c.,5,turning-&-milling---machine-4
Case47,turning-&-milling---machine-8,0,turning-&-milling---machine-8
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8,1,turning-&-milling-q.c.
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,2,turning-&-milling---machine-8
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8,3,turning-&-milling---machine-8
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8,4,turning-&-milling---machine-8
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8,5,turning-&-milling-q.c.
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c.,6,laser-marking---machine-7
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7,7,flat-grinding---machine-11
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11,8,lapping---machine-1
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 lapping---machine-1,9,round-grinding---machine-2
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2,10,final-inspection-q.c.
Case47,turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling---machine-8 turning-&-milling-q.c. laser-marking---machine-7 flat-grinding---machine-11 lapping---machine-1 round-grinding---machine-2 final-inspection-q.c.,11,packing
Case115,turning-&-milling---machine-4,0,turning-&-milling---machine-4
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4,1,turning-&-milling---machine-4
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,2,turning-&-milling---machine-4
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,3,turning-&-milling-q.c.
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,4,turning-&-milling-q.c.
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c.,5,turning-&-milling---machine-4
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4,6,flat-grinding---machine-11
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11,7,flat-grinding---machine-11
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11,8,flat-grinding---machine-11
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11,9,turning-&-milling-q.c.
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c.,10,lapping---machine-1
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1,11,round-grinding---machine-2
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2,12,round-grinding---machine-2
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2,13,round-grinding---machine-2
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2,14,round-grinding---q.c.
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c.,15,round-grinding---machine-2
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---machine-2,16,round-grinding---machine-2
Case115,turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. turning-&-milling-q.c. turning-&-milling---machine-4 flat-grinding---machine-11 flat-grinding---machine-11 flat-grinding---machine-11 turning-&-milling-q.c. lapping---machine-1 round-grinding---machine-2 round-grinding---machine-2 round-grinding---machine-2 round-grinding---q.c. round-grinding---machine-2 round-grinding---machine-2,17,round-grinding---machine-2
Case121,turning-&-milling---machine-5,0,turning-q.c.
Case121,turning-&-milling---machine-5 turning-q.c.,1,turning-&-milling---machine-5
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5,2,turning-q.c.
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c.,3,turning-&-milling---machine-5
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5,4,turning-&-milling---machine-4
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4,5,turning-&-milling---machine-4
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4,6,turning-&-milling---machine-4
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,7,turning-&-milling---machine-4
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4,8,turning-&-milling-q.c.
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c.,9,laser-marking---machine-7
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7,10,other
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other,11,flat-grinding---machine-11
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11,12,lapping---machine-1
Case121,turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-q.c. turning-&-milling---machine-5 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling---machine-4 turning-&-milling-q.c. laser-marking---machine-7 other flat-grinding---machine-11 lapping---machine-1,13,round-grinding---machine-3
